agent_id,ev_model,user_type,objective,include_subscription,sessions_per_month,start_lat,start_lon,dest_lat,dest_lon,depart_datetime,start_soc_pct,reserve_soc_pct,target_soc_pct,max_detour_km,top_k_candidates,step_horizon_s
U180,EL7 Long Range,Payg,time,False,0,51.526167,-0.102087,51.490664,-0.245389,2025-08-12T19:31:17,7.9,12.0,80.0,12.0,5,60
U181,e-tron 55 quattro,Payg,time,False,0,51.52058,-0.140327,51.488423,-0.005687,2025-08-12T07:43:59,7.6,12.0,80.0,12.0,5,60
U182,coupe 60,Payg,cost,False,0,51.479414,-0.204378,51.514944,0.001077,2025-08-12T12:11:41,9.9,12.0,80.0,12.0,5,60
U183,6e Long Range,Payg,cost,False,0,51.498756,-0.234405,51.514944,0.001077,2025-08-12T19:40:52,6.0,12.0,80.0,12.0,5,60
U184,Enyaq,Member,time,True,8,51.499663,-0.228924,51.514944,0.001077,2025-08-12T16:54:28,7.8,12.0,80.0,12.0,5,60
U185,73kwh dual motor,Member,hybrid,True,12,51.482456,-0.211266,51.514944,0.001077,2025-08-12T11:52:09,8.5,12.0,80.0,12.0,5,60
U186,gt,Payg,cost,False,0,51.502331,-0.218338,51.514944,0.001077,2025-08-12T19:33:36,7.7,12.0,80.0,12.0,5,60
U187,m,Member,time,True,8,51.533215,-0.100193,51.490664,-0.245389,2025-08-12T08:38:57,7.5,12.0,80.0,12.0,5,60
U188,x standard range,Payg,hybrid,False,0,51.494872,-0.230378,51.514944,0.001077,2025-08-12T11:59:14,9.8,12.0,80.0,12.0,5,60
U189,Mustang Mach-E Rally,Member,hybrid,True,4,51.546903,-0.028677,51.490664,-0.245389,2025-08-12T14:12:43,5.3,12.0,80.0,12.0,5,60
U190,S+,Payg,cost,False,0,51.529442,-0.08132,51.490664,-0.245389,2025-08-12T20:54:27,5.8,12.0,80.0,12.0,5,60
U191,SQ8 e-tron Sportback,Payg,hybrid,False,0,51.532086,-0.099063,51.490664,-0.245389,2025-08-12T13:41:40,5.9,12.0,80.0,12.0,5,60
U192,pro,Member,hybrid,True,4,51.466504,-0.105745,51.552749,-0.033158,2025-08-12T18:22:56,5.3,12.0,80.0,12.0,5,60
U193,ev passenger,Payg,cost,False,0,51.540627,-0.093179,51.490664,-0.245389,2025-08-12T11:54:34,8.8,12.0,80.0,12.0,5,60
U194,Grande Panda,Payg,time,False,0,51.49663,-0.22006,51.514944,0.001077,2025-08-12T07:54:59,9.3,12.0,80.0,12.0,5,60
U195,e-208 51 kWh,Member,hybrid,True,8,51.496581,-0.233855,51.514944,0.001077,2025-08-12T15:24:45,8.9,12.0,80.0,12.0,5,60
U196,e-NV 200,Member,time,True,8,51.518592,-0.101067,51.490664,-0.245389,2025-08-12T17:25:00,8.0,12.0,80.0,12.0,5,60
U197,Cyberster GT,Payg,time,False,0,51.514307,-0.013643,51.490664,-0.245389,2025-08-12T11:57:18,8.8,12.0,80.0,12.0,5,60
U198,i4,Payg,time,False,0,51.494872,-0.230378,51.514944,0.001077,2025-08-12T11:26:18,7.8,12.0,80.0,12.0,5,60
U199,EV4 Hatchback Standard Range,Member,time,True,8,51.504129,-0.193031,51.514944,0.001077,2025-08-12T17:20:18,7.3,12.0,80.0,12.0,5,60
U200,x dual motor,Member,hybrid,True,12,51.500153,-0.17034,51.514944,0.001077,2025-08-12T13:46:27,7.3,12.0,80.0,12.0,5,60
U201,Ariya e-4ORCE 87kWh - 225 kW,Payg,time,False,0,51.49606,-0.18315,51.514944,0.001077,2025-08-12T19:57:57,6.7,12.0,80.0,12.0,5,60
U202,Countryman,Payg,time,False,0,51.48551,-0.21707,51.514944,0.001077,2025-08-12T07:52:05,6.5,12.0,80.0,12.0,5,60
U203,Mii Electric,Payg,hybrid,False,0,51.47762,-0.22041,51.514944,0.001077,2025-08-12T16:13:18,9.5,12.0,80.0,12.0,5,60
U204,Emeya,Member,cost,True,4,51.489979,-0.146624,51.514944,0.001077,2025-08-12T15:32:02,9.9,12.0,80.0,12.0,5,60
U205,A6 Sportback e-tron performance,Payg,time,False,0,51.491193,-0.066749,51.49675,-0.24656,2025-08-12T08:57:52,6.4,12.0,80.0,12.0,5,60
U206,3 standard range plus,Payg,cost,False,0,51.525544,-0.065833,51.490664,-0.245389,2025-08-12T18:25:59,6.9,12.0,80.0,12.0,5,60
U207,Ocean One,Member,time,True,4,51.472825,-0.216413,51.514944,0.001077,2025-08-12T11:03:29,8.4,12.0,80.0,12.0,5,60
U208,Avenger,Payg,cost,False,0,51.482927,-0.219565,51.514944,0.001077,2025-08-12T11:59:07,8.1,12.0,80.0,12.0,5,60
U209,EQC,Payg,cost,False,0,51.52237,-0.14233,51.488423,-0.005687,2025-08-12T09:48:45,7.1,12.0,80.0,12.0,5,60
U210,turbo electric,Payg,time,False,0,51.49649,-0.13949,51.514944,0.001077,2025-08-12T11:19:46,7.1,12.0,80.0,12.0,5,60
U211,Kangoo ZE,Member,cost,True,12,51.516905,-0.160951,51.514944,0.001077,2025-08-12T14:13:33,9.3,12.0,80.0,12.0,5,60
U212,54kwh,Member,hybrid,True,12,51.528367,-0.10173,51.490664,-0.245389,2025-08-12T07:14:53,7.3,12.0,80.0,12.0,5,60
U213,ORA 03 GT,Payg,time,False,0,51.48478,-0.22122,51.514944,0.001077,2025-08-12T17:01:12,9.0,12.0,80.0,12.0,5,60
U214,GV60,Payg,time,False,0,51.538856,-0.100318,51.490664,-0.245389,2025-08-12T09:24:02,8.4,12.0,80.0,12.0,5,60
U215,120kwh,Payg,hybrid,False,0,51.497551,-0.229687,51.514944,0.001077,2025-08-12T13:39:19,9.0,12.0,80.0,12.0,5,60
U216,sportback 55,Payg,cost,False,0,51.490628,-0.236214,51.514944,0.001077,2025-08-12T18:36:22,8.1,12.0,80.0,12.0,5,60
U217,S6 Sportback e-tron,Payg,cost,False,0,51.499311,-0.222413,51.514944,0.001077,2025-08-12T14:52:48,7.4,12.0,80.0,12.0,5,60
U218,120kwh,Payg,hybrid,False,0,51.4864,-0.202546,51.514944,0.001077,2025-08-12T16:36:46,6.6,12.0,80.0,12.0,5,60
U219,cat,Payg,hybrid,False,0,51.47192,-0.19516,51.514944,0.001077,2025-08-12T12:44:04,5.9,12.0,80.0,12.0,5,60
U220,electric xpower,Member,cost,True,12,51.49621,-0.228597,51.514944,0.001077,2025-08-12T20:35:49,7.1,12.0,80.0,12.0,5,60
U221,#1 Brabus,Payg,hybrid,False,0,51.477341,-0.209265,51.514944,0.001077,2025-08-12T14:28:16,6.7,12.0,80.0,12.0,5,60
U222,Ocean Extreme,Payg,time,False,0,51.495692,-0.15722,51.514944,0.001077,2025-08-12T14:18:41,8.3,12.0,80.0,12.0,5,60
U223,#3 Premium,Payg,cost,False,0,51.501129,-0.227743,51.514944,0.001077,2025-08-12T20:03:22,9.1,12.0,80.0,12.0,5,60
U224,#5 Pro,Member,hybrid,True,4,51.493224,-0.211122,51.514944,0.001077,2025-08-12T11:10:47,5.5,12.0,80.0,12.0,5,60
U225,300,Payg,cost,False,0,51.47562,-0.19125,51.514944,0.001077,2025-08-12T07:03:48,5.3,12.0,80.0,12.0,5,60
U226,turbo electric,Payg,time,False,0,51.480674,-0.22166,51.514944,0.001077,2025-08-12T17:21:59,8.3,12.0,80.0,12.0,5,60
U227,250 extra-long,Member,time,True,4,51.52141,-0.1419,51.488423,-0.005687,2025-08-12T15:01:37,7.4,12.0,80.0,12.0,5,60
U228,Focus Electric,Member,cost,True,8,51.550636,-0.047287,51.490664,-0.245389,2025-08-12T13:51:24,7.2,12.0,80.0,12.0,5,60
U229,ORA 07,Member,time,True,12,51.497419,-0.09509,51.49675,-0.24656,2025-08-12T20:04:30,7.2,12.0,80.0,12.0,5,60
U230,electrified luxury,Payg,cost,False,0,51.494335,-0.226235,51.514944,0.001077,2025-08-12T10:50:13,9.9,12.0,80.0,12.0,5,60
U231,sw,Payg,hybrid,False,0,51.474117,-0.200275,51.514944,0.001077,2025-08-12T09:01:24,7.0,12.0,80.0,12.0,5,60
U232,standard range 2wd,Member,hybrid,True,8,51.495092,-0.232557,51.514944,0.001077,2025-08-12T12:15:13,9.2,12.0,80.0,12.0,5,60
U233,73kwh dual motor,Payg,time,False,0,51.546088,-0.080816,51.490664,-0.245389,2025-08-12T13:48:17,9.4,12.0,80.0,12.0,5,60
U234,gt,Payg,hybrid,False,0,51.54425,-0.128418,51.445465,-0.108074,2025-08-12T13:06:13,7.0,12.0,80.0,12.0,5,60
U235,Kangoo ZE,Member,cost,True,8,51.472267,-0.206309,51.514944,0.001077,2025-08-12T14:16:11,5.0,12.0,80.0,12.0,5,60
U236,S6 Avant e-tron,Payg,hybrid,False,0,51.494,-0.13215,51.514944,0.001077,2025-08-12T11:40:09,8.0,12.0,80.0,12.0,5,60
U237,Taycan,Payg,time,False,0,51.522387,-0.148563,51.488423,-0.005687,2025-08-12T09:50:01,5.7,12.0,80.0,12.0,5,60
U238,ATTO 3,Member,hybrid,True,12,51.506428,-0.123844,51.514944,0.001077,2025-08-12T13:28:52,6.6,12.0,80.0,12.0,5,60
U239,EQB,Member,cost,True,4,51.500702,-0.218161,51.514944,0.001077,2025-08-12T08:03:27,8.6,12.0,80.0,12.0,5,60
U240,m50,Member,time,True,4,51.549938,-0.065257,51.490664,-0.245389,2025-08-12T09:41:30,7.5,12.0,80.0,12.0,5,60
U241,iX2 eDrive20,Payg,cost,False,0,51.538893,-0.09976,51.490664,-0.245389,2025-08-12T13:29:07,9.6,12.0,80.0,12.0,5,60
U242,MG4 EV,Member,cost,True,8,51.516574,-0.038331,51.490664,-0.245389,2025-08-12T08:03:03,5.2,12.0,80.0,12.0,5,60
U243,iv 50,Payg,hybrid,False,0,51.510311,-0.158969,51.514944,0.001077,2025-08-12T13:05:18,8.0,12.0,80.0,12.0,5,60
U244,ev standard range,Payg,cost,False,0,51.47067,-0.190406,51.552749,-0.033158,2025-08-12T12:24:30,6.7,12.0,80.0,12.0,5,60
U245,Kona Electric 39 kWh,Payg,cost,False,0,51.501416,-0.217448,51.514944,0.001077,2025-08-12T12:33:21,9.6,12.0,80.0,12.0,5,60
U246,EQE,Payg,time,False,0,51.522412,-0.150256,51.488423,-0.005687,2025-08-12T09:21:09,6.1,12.0,80.0,12.0,5,60
U247,Model X,Payg,hybrid,False,0,51.489011,-0.203768,51.514944,0.001077,2025-08-12T19:11:36,9.0,12.0,80.0,12.0,5,60
U248,advance,Payg,hybrid,False,0,51.499542,-0.204349,51.514944,0.001077,2025-08-12T16:16:18,7.6,12.0,80.0,12.0,5,60
U249,e-Traveller Compact 50 kWh,Member,hybrid,True,4,51.469124,-0.188137,51.552749,-0.033158,2025-08-12T17:03:59,9.2,12.0,80.0,12.0,5,60
U250,5 long range 2wd,Member,cost,True,12,51.48097,-0.21349,51.514944,0.001077,2025-08-12T15:53:03,8.3,12.0,80.0,12.0,5,60
U251,e-Niro,Payg,time,False,0,51.483694,-0.207027,51.514944,0.001077,2025-08-12T11:31:41,6.3,12.0,80.0,12.0,5,60
U252,Lyriq 600 E4,Payg,cost,False,0,51.497448,-0.088466,51.49675,-0.24656,2025-08-12T18:53:19,5.7,12.0,80.0,12.0,5,60
U253,Model 3,Payg,hybrid,False,0,51.543794,-0.045771,51.490664,-0.245389,2025-08-12T09:18:47,9.2,12.0,80.0,12.0,5,60
U254,pulse,Payg,hybrid,False,0,51.545497,-0.077537,51.490664,-0.245389,2025-08-12T15:06:06,9.5,12.0,80.0,12.0,5,60
U255,e-tech ev40 130hp,Payg,cost,False,0,51.499957,-0.230584,51.514944,0.001077,2025-08-12T09:09:30,6.5,12.0,80.0,12.0,5,60
U256,xl,Member,cost,True,8,51.539309,-0.101324,51.490664,-0.245389,2025-08-12T12:45:24,7.1,12.0,80.0,12.0,5,60
U257,etron 40,Payg,cost,False,0,51.517602,-0.094899,51.490664,-0.245389,2025-08-12T18:35:05,9.8,12.0,80.0,12.0,5,60
U258,Countryman,Member,cost,True,12,51.51079,-0.151436,51.514944,0.001077,2025-08-12T07:53:03,5.9,12.0,80.0,12.0,5,60
U259,Zoe ZE50 R135,Member,cost,True,12,51.519566,-0.0911,51.490664,-0.245389,2025-08-12T09:35:53,5.3,12.0,80.0,12.0,5,60
U260,mach-e er,Payg,hybrid,False,0,51.515415,-0.047477,51.490664,-0.245389,2025-08-12T12:11:58,7.1,12.0,80.0,12.0,5,60
U261,coupe 85,Member,time,True,8,51.492558,-0.244288,51.514944,0.001077,2025-08-12T11:58:06,9.0,12.0,80.0,12.0,5,60
U262,Q6 e-tron Sportback,Payg,cost,False,0,51.498129,-0.078109,51.49675,-0.24656,2025-08-12T17:09:27,9.7,12.0,80.0,12.0,5,60
U263,Kangoo Maxi ZE,Member,cost,True,4,51.47531,-0.18938,51.514944,0.001077,2025-08-12T10:05:42,8.6,12.0,80.0,12.0,5,60
U264,Soul,Member,cost,True,4,51.500807,-0.218885,51.514944,0.001077,2025-08-12T17:59:13,6.6,12.0,80.0,12.0,5,60
U265,Capri Extended Range RWD,Member,time,True,4,51.4751,-0.21778,51.514944,0.001077,2025-08-12T19:07:18,9.6,12.0,80.0,12.0,5,60
U266,SQ6 e-tron Sportback,Payg,hybrid,False,0,51.48652,-0.224,51.514944,0.001077,2025-08-12T14:21:03,5.9,12.0,80.0,12.0,5,60
U267,Capri Extended Range RWD,Member,cost,True,4,51.47475,-0.21739,51.514944,0.001077,2025-08-12T07:19:28,8.5,12.0,80.0,12.0,5,60
U268,e-tron Sportback 55,Payg,time,False,0,51.520535,-0.143672,51.488423,-0.005687,2025-08-12T19:18:02,8.2,12.0,80.0,12.0,5,60
U269,54kwh,Member,hybrid,True,12,51.497421,-0.228147,51.514944,0.001077,2025-08-12T17:14:04,10.0,12.0,80.0,12.0,5,60
U270,e-tron 50 quattro,Payg,time,False,0,51.507729,-0.13457,51.514944,0.001077,2025-08-12T12:53:54,8.4,12.0,80.0,12.0,5,60
U271,4s,Payg,cost,False,0,51.520464,-0.058443,51.490664,-0.245389,2025-08-12T18:11:14,9.0,12.0,80.0,12.0,5,60
U272,e:Ny1,Payg,hybrid,False,0,51.509037,-0.080295,51.490664,-0.245389,2025-08-12T20:56:46,5.9,12.0,80.0,12.0,5,60
U273,Enyaq Coupe,Payg,cost,False,0,51.501152,-0.162632,51.514944,0.001077,2025-08-12T15:17:27,5.4,12.0,80.0,12.0,5,60
U274,Spark EV,Payg,hybrid,False,0,51.4909,-0.12871,51.552749,-0.033158,2025-08-12T18:04:07,8.0,12.0,80.0,12.0,5,60
U275,Funky Cat 63 kWh,Payg,hybrid,False,0,51.51752,-0.154709,51.488423,-0.005687,2025-08-12T17:20:54,5.1,12.0,80.0,12.0,5,60
U276,mach-e er,Payg,cost,False,0,51.489979,-0.146624,51.514944,0.001077,2025-08-12T20:16:53,5.3,12.0,80.0,12.0,5,60
U277,iv rs,Payg,cost,False,0,51.521965,-0.146617,51.488423,-0.005687,2025-08-12T07:57:20,5.7,12.0,80.0,12.0,5,60
U278,E-HS9 99 kWh,Payg,hybrid,False,0,51.51702,-0.022819,51.490664,-0.245389,2025-08-12T09:56:16,10.0,12.0,80.0,12.0,5,60
U279,Tavascan,Member,cost,True,12,51.476516,-0.18855,51.514944,0.001077,2025-08-12T08:55:39,6.0,12.0,80.0,12.0,5,60
U280,Ocean One,Payg,cost,False,0,51.500275,-0.181426,51.514944,0.001077,2025-08-12T14:02:17,8.1,12.0,80.0,12.0,5,60
U281,3 Long Range Dual motor,Payg,hybrid,False,0,51.51519,-0.16164,51.514944,0.001077,2025-08-12T07:40:27,9.9,12.0,80.0,12.0,5,60
U282,q90,Member,hybrid,True,4,51.500759,-0.19056,51.514944,0.001077,2025-08-12T12:23:23,6.0,12.0,80.0,12.0,5,60
U283,Karo,Payg,hybrid,False,0,51.519566,-0.0911,51.490664,-0.245389,2025-08-12T17:40:36,8.0,12.0,80.0,12.0,5,60
U284,EQS,Payg,cost,False,0,51.490512,-0.237717,51.514944,0.001077,2025-08-12T12:17:50,5.7,12.0,80.0,12.0,5,60
U285,s long range,Member,hybrid,True,4,51.47139,-0.20904,51.514944,0.001077,2025-08-12T11:22:11,6.6,12.0,80.0,12.0,5,60
U286,suv 350+,Payg,time,False,0,51.496874,-0.082372,51.49675,-0.24656,2025-08-12T18:41:23,6.9,12.0,80.0,12.0,5,60
U287,e-Rifter Long 50 kWh,Payg,cost,False,0,51.501165,-0.227415,51.514944,0.001077,2025-08-12T11:40:06,6.4,12.0,80.0,12.0,5,60
U288,Mustang Mach-E SR RWD,Payg,hybrid,False,0,51.496095,-0.150377,51.514944,0.001077,2025-08-12T07:06:41,7.4,12.0,80.0,12.0,5,60
U289,turbo electric,Payg,time,False,0,51.52052,-0.13998,51.488423,-0.005687,2025-08-12T17:36:32,6.8,12.0,80.0,12.0,5,60
U290,Taycan,Member,hybrid,True,8,51.475752,-0.217661,51.514944,0.001077,2025-08-12T12:52:42,6.4,12.0,80.0,12.0,5,60
U291,combi long,Payg,cost,False,0,51.485751,-0.211744,51.514944,0.001077,2025-08-12T07:33:10,9.3,12.0,80.0,12.0,5,60
U292,Solterra,Payg,hybrid,False,0,51.49324,-0.205,51.514944,0.001077,2025-08-12T18:33:27,6.2,12.0,80.0,12.0,5,60
U293,tourer long,Payg,hybrid,False,0,51.48914,-0.219296,51.514944,0.001077,2025-08-12T09:48:13,7.0,12.0,80.0,12.0,5,60
U294,EQ fortwo cabrio,Payg,cost,False,0,51.488,-0.14612,51.552749,-0.033158,2025-08-12T07:03:36,5.7,12.0,80.0,12.0,5,60
U295,Cooper SE Convertible,Payg,cost,False,0,51.497528,-0.229309,51.514944,0.001077,2025-08-12T07:27:09,6.5,12.0,80.0,12.0,5,60
U296,#1 Pro+,Payg,hybrid,False,0,51.49257,-0.13333,51.552749,-0.033158,2025-08-12T13:19:58,7.7,12.0,80.0,12.0,5,60
U297,2,Payg,cost,False,0,51.546083,-0.034944,51.490664,-0.245389,2025-08-12T07:38:42,8.6,12.0,80.0,12.0,5,60
U298,Ariya,Payg,time,False,0,51.499848,-0.184821,51.514944,0.001077,2025-08-12T12:43:40,8.9,12.0,80.0,12.0,5,60
U299,97kwh long range,Payg,cost,False,0,51.467655,-0.208538,51.514944,0.001077,2025-08-12T16:18:19,7.3,12.0,80.0,12.0,5,60
U300,mach-e er,Payg,time,False,0,51.498408,-0.228782,51.514944,0.001077,2025-08-12T16:19:23,9.9,12.0,80.0,12.0,5,60
U301,Ocean Sport,Payg,time,False,0,51.496513,-0.163236,51.514944,0.001077,2025-08-12T08:22:01,5.6,12.0,80.0,12.0,5,60
U302,ze50 r110,Payg,time,False,0,51.470427,-0.196214,51.552749,-0.033158,2025-08-12T09:09:47,6.9,12.0,80.0,12.0,5,60
U303,u 71.,Member,hybrid,True,4,51.47958,-0.22156,51.514944,0.001077,2025-08-12T17:49:07,9.7,12.0,80.0,12.0,5,60
U304,long range,Member,cost,True,4,51.531971,-0.09272,51.490664,-0.245389,2025-08-12T10:06:28,6.5,12.0,80.0,12.0,5,60
U305,fortwo EQ,Member,hybrid,True,12,51.48538,-0.205079,51.514944,0.001077,2025-08-12T14:46:02,9.4,12.0,80.0,12.0,5,60
U306,Enyaq Coupe iV 80,Payg,cost,False,0,51.494868,-0.132312,51.514944,0.001077,2025-08-12T16:34:17,8.4,12.0,80.0,12.0,5,60
U307,Leaf 30,Member,hybrid,True,12,51.500344,-0.179112,51.514944,0.001077,2025-08-12T16:50:08,8.3,12.0,80.0,12.0,5,60
U308,2,Member,hybrid,True,4,51.472965,-0.188544,51.552749,-0.033158,2025-08-12T15:40:19,10.0,12.0,80.0,12.0,5,60
U309,i-MiEV,Payg,hybrid,False,0,51.500941,-0.185044,51.514944,0.001077,2025-08-12T18:28:20,8.3,12.0,80.0,12.0,5,60
U310,Born VZ,Payg,cost,False,0,51.486873,-0.013297,51.49675,-0.24656,2025-08-12T16:54:42,6.4,12.0,80.0,12.0,5,60
U311,EV80,Payg,time,False,0,51.489529,-0.221314,51.514944,0.001077,2025-08-12T11:12:38,9.0,12.0,80.0,12.0,5,60
U312,Cooper SE Convertible,Payg,time,False,0,51.4967,-0.187256,51.514944,0.001077,2025-08-12T14:56:48,8.5,12.0,80.0,12.0,5,60
U313,e-tron S,Member,cost,True,8,51.49852,-0.15309,51.514944,0.001077,2025-08-12T07:47:26,8.7,12.0,80.0,12.0,5,60
U314,Zoe ZE40 R110,Payg,time,False,0,51.521112,-0.153112,51.488423,-0.005687,2025-08-12T12:37:15,9.9,12.0,80.0,12.0,5,60
U315,coupe 85x,Member,cost,True,12,51.46981,-0.183905,51.552749,-0.033158,2025-08-12T19:32:27,7.3,12.0,80.0,12.0,5,60
U316,m60 xdrive sedan,Payg,time,False,0,51.471619,-0.188672,51.552749,-0.033158,2025-08-12T09:25:15,7.3,12.0,80.0,12.0,5,60
U317,GV60,Payg,cost,False,0,51.528343,-0.118625,51.490664,-0.245389,2025-08-12T20:48:33,5.6,12.0,80.0,12.0,5,60
U318,97kwh long range,Member,time,True,4,51.492295,-0.194954,51.514944,0.001077,2025-08-12T10:28:08,8.9,12.0,80.0,12.0,5,60
U319,Life 20,Member,cost,True,12,51.496486,-0.23651,51.514944,0.001077,2025-08-12T08:30:31,5.8,12.0,80.0,12.0,5,60
U320,e-Traveller L3 75 kWh,Payg,hybrid,False,0,51.484219,-0.200346,51.514944,0.001077,2025-08-12T12:42:23,8.0,12.0,80.0,12.0,5,60
U321,pulse,Payg,cost,False,0,51.4864,-0.202546,51.514944,0.001077,2025-08-12T20:48:11,7.7,12.0,80.0,12.0,5,60
U322,e-Expert Combi Standard 50 kWh,Member,hybrid,True,4,51.47029,-0.18968,51.552749,-0.033158,2025-08-12T08:46:03,9.4,12.0,80.0,12.0,5,60
U323,etron 55,Payg,cost,False,0,51.47762,-0.22041,51.514944,0.001077,2025-08-12T20:48:18,6.2,12.0,80.0,12.0,5,60
U324,Scenic E-Tech EV60 170hp,Member,hybrid,True,12,51.515286,-0.116644,51.490664,-0.245389,2025-08-12T20:14:35,6.5,12.0,80.0,12.0,5,60
U325,6e,Member,time,True,8,51.500041,-0.217716,51.514944,0.001077,2025-08-12T19:33:10,8.9,12.0,80.0,12.0,5,60
U326,EV9 99.8 kWh AWD GT-Line,Payg,cost,False,0,51.51968,-0.16358,51.488423,-0.005687,2025-08-12T13:58:06,5.9,12.0,80.0,12.0,5,60
U327,Q4 Sportback e-tron 55 quattro,Payg,hybrid,False,0,51.476902,-0.21409,51.514944,0.001077,2025-08-12T16:14:59,5.9,12.0,80.0,12.0,5,60
U328,Explorer Extended Range AWD,Payg,time,False,0,51.511843,-0.016283,51.490664,-0.245389,2025-08-12T15:26:47,6.5,12.0,80.0,12.0,5,60
U329,standard,Payg,time,False,0,51.48803,-0.20846,51.514944,0.001077,2025-08-12T12:21:34,9.0,12.0,80.0,12.0,5,60
U330,sportback 55,Member,hybrid,True,4,51.491817,-0.231635,51.514944,0.001077,2025-08-12T15:05:46,8.8,12.0,80.0,12.0,5,60
U331,iv 50,Member,time,True,8,51.490552,-0.192097,51.514944,0.001077,2025-08-12T09:43:02,6.3,12.0,80.0,12.0,5,60
U332,Capri Extended Range RWD,Member,cost,True,8,51.508696,-0.080927,51.490664,-0.245389,2025-08-12T11:20:30,9.9,12.0,80.0,12.0,5,60
U333,Megane E-Tech EV60 130hp,Payg,time,False,0,51.504451,-0.015972,51.49675,-0.24656,2025-08-12T12:20:30,6.8,12.0,80.0,12.0,5,60
U334,EL6,Payg,time,False,0,51.515375,-0.116745,51.490664,-0.245389,2025-08-12T11:40:36,5.2,12.0,80.0,12.0,5,60
U335,Born 170 kW - 59 kWh,Payg,hybrid,False,0,51.49918,-0.231619,51.514944,0.001077,2025-08-12T17:49:59,9.0,12.0,80.0,12.0,5,60
U336,Capri Standard Range RWD,Payg,hybrid,False,0,51.53833,-0.081364,51.490664,-0.245389,2025-08-12T17:08:59,8.1,12.0,80.0,12.0,5,60
U337,Spark EV,Payg,time,False,0,51.532074,-0.102028,51.490664,-0.245389,2025-08-12T15:20:15,9.4,12.0,80.0,12.0,5,60
U338,39kwh,Payg,cost,False,0,51.491888,-0.237499,51.514944,0.001077,2025-08-12T18:19:47,8.0,12.0,80.0,12.0,5,60
U339,Zoe ZE50 R110,Payg,cost,False,0,51.523228,-0.164756,51.488423,-0.005687,2025-08-12T07:02:19,8.7,12.0,80.0,12.0,5,60
U340,r90,Payg,time,False,0,51.52845,-0.088596,51.490664,-0.245389,2025-08-12T18:21:29,7.9,12.0,80.0,12.0,5,60
U341,500e Convertible,Payg,time,False,0,51.479998,-0.207475,51.514944,0.001077,2025-08-12T20:29:53,7.5,12.0,80.0,12.0,5,60
U342,e-Partner,Member,time,True,12,51.471334,-0.185013,51.552749,-0.033158,2025-08-12T13:13:07,7.8,12.0,80.0,12.0,5,60
U343,Air,Payg,time,False,0,51.493234,-0.078267,51.49675,-0.24656,2025-08-12T09:39:47,5.2,12.0,80.0,12.0,5,60
U344,MG4 Electric 51 kWh,Payg,hybrid,False,0,51.475067,-0.19851,51.514944,0.001077,2025-08-12T17:06:23,8.8,12.0,80.0,12.0,5,60
U345,etron sportback,Payg,hybrid,False,0,51.530834,-0.022067,51.490664,-0.245389,2025-08-12T09:02:35,8.7,12.0,80.0,12.0,5,60
U346,MG5 EV,Member,cost,True,8,51.489018,-0.015327,51.49675,-0.24656,2025-08-12T10:17:58,6.5,12.0,80.0,12.0,5,60
U347,GT,Payg,time,False,0,51.490434,-0.192472,51.514944,0.001077,2025-08-12T20:33:46,7.4,12.0,80.0,12.0,5,60
U348,Kona Electric 64 kWh,Payg,hybrid,False,0,51.499319,-0.219282,51.514944,0.001077,2025-08-12T07:12:29,9.6,12.0,80.0,12.0,5,60
U349,i3S,Payg,hybrid,False,0,51.48538,-0.20624,51.514944,0.001077,2025-08-12T07:42:09,6.6,12.0,80.0,12.0,5,60
U350,82,Payg,cost,False,0,51.486012,-0.204005,51.514944,0.001077,2025-08-12T09:52:16,7.6,12.0,80.0,12.0,5,60
U351,Enyaq Coupe,Member,time,True,8,51.492172,-0.182877,51.514944,0.001077,2025-08-12T18:53:58,8.9,12.0,80.0,12.0,5,60
U352,i3,Payg,time,False,0,51.49414,-0.17851,51.514944,0.001077,2025-08-12T13:07:40,5.8,12.0,80.0,12.0,5,60
U353,etron 40,Payg,time,False,0,51.484657,-0.198999,51.514944,0.001077,2025-08-12T11:05:41,7.5,12.0,80.0,12.0,5,60
U354,3 standard range plus lfp,Payg,cost,False,0,51.504898,-0.056838,51.49675,-0.24656,2025-08-12T08:25:44,7.1,12.0,80.0,12.0,5,60
U355,Megane E-Tech EV60 130hp,Member,hybrid,True,12,51.507288,-0.193299,51.514944,0.001077,2025-08-12T07:55:18,6.7,12.0,80.0,12.0,5,60
U356,TANG,Member,time,True,12,51.503297,-0.212418,51.514944,0.001077,2025-08-12T14:43:20,9.9,12.0,80.0,12.0,5,60
U357,coupe 85,Payg,hybrid,False,0,51.518592,-0.101067,51.490664,-0.245389,2025-08-12T13:03:25,5.5,12.0,80.0,12.0,5,60
U358,MG5 EV,Member,time,True,8,51.48266,-0.209305,51.514944,0.001077,2025-08-12T19:38:26,5.1,12.0,80.0,12.0,5,60
U359,300,Payg,time,False,0,51.500702,-0.218161,51.514944,0.001077,2025-08-12T13:08:54,5.6,12.0,80.0,12.0,5,60
U360,e-C4,Payg,hybrid,False,0,51.495324,-0.209274,51.514944,0.001077,2025-08-12T08:22:15,8.8,12.0,80.0,12.0,5,60
U361,tourer long,Payg,cost,False,0,51.487535,-0.209623,51.514944,0.001077,2025-08-12T15:32:42,6.6,12.0,80.0,12.0,5,60
