user_id,ev_model,user_type,include_subscription,sessions_per_month,start_lat,start_lon,end_lat,end_lon,depart_datetime,start_soc_pct,reserve_soc_pct,objective,max_detour_km,top_k_candidates,step_horizon_s,trip_km,est_required_kwh,available_kwh_at_start,kwh_per_km,needs_charge
1596,amg 43,Payg,0,20,51.522037,-0.033873,51.53535,-0.093528,2025-09-07T08:54,27.07685086382156,11.903305025704821,cost,2.0,8,5,4.384,0.7529009717136549,13.746629606982586,0.1717383603361439,0
1597,ze50 r110,Payg,0,20,51.5141,-0.035261,51.477395,-0.086848,2025-09-04T17:41,22.60089788019463,12.380252976833651,hybrid,2.0,8,5,5.423,1.076350563258376,5.317880163564127,0.19847880569027773,0
1598,E-HS9,Member,1,20,51.519979,-0.044828,51.475972,-0.152133,2025-09-07T09:00,27.00439183765294,13.569111760878643,hybrid,2.0,8,5,8.895,1.6196584235302611,15.043590976475748,0.1820863882552289,0
1599,Kangoo Grand E-Tech Electric,Payg,0,20,51.524725,-0.02748,51.461452,-0.122266,2025-09-07T09:00,30.147556286951794,10.446707791144394,hybrid,2.0,8,5,9.621,1.876322313058569,8.872082791989454,0.19502362676006327,0
1600,3 Crossback E-Tense,Payg,0,20,51.515038,-0.026629,51.487978,-0.201845,2025-09-02T07:40,19.33660177420736,14.24416469894473,hybrid,2.0,8,5,12.496,2.3797367927219115,2.3456073801209683,0.19043988418069074,1
1601,i-MiEV,Payg,0,20,51.464932,-0.240286,51.554506,-0.017478,2025-09-07T09:00,20.59627694942187,10.6378001556509,cost,2.0,8,5,18.357,3.2263829028006987,1.991695358754194,0.17575763484233256,1
1602,electric,Payg,0,20,51.521208,-0.143936,51.491787,-0.111015,2025-09-03T23:07,14.703389944516005,11.31225040986219,hybrid,2.0,8,5,3.987,0.6987770393133248,0.6782279069307632,0.17526386739737265,1
1603,5 standard range 2wd,Payg,0,20,51.488009,-0.11158,51.499716,-0.069064,2025-09-05T23:41,24.12982808361989,14.96794947886292,cost,2.0,8,5,3.218,0.625449340973828,4.943312112865143,0.19435964604531636,0
1604,Emeya,Payg,0,20,51.53364,-0.061664,51.505311,-0.040699,2025-09-03T08:03,21.738301151594943,10.951043170221256,hybrid,2.0,8,5,3.468,0.6171006063728567,11.014104122369018,0.17794135131858613,0
1605,Model S,Payg,0,20,51.489308,-0.144523,51.520655,-0.112752,2025-09-01T06:02,28.521955386096955,10.505710938931728,hybrid,2.0,8,5,4.121,0.8134794472610754,12.435234644956784,0.19739855551105928,0
1606,e-C3,Payg,0,20,51.474143,-0.211517,51.549554,-0.054978,2025-09-02T22:06,24.851945107209772,13.19202650959399,cost,2.0,8,5,13.699,2.38638856966524,2.3319837195231568,0.17420166214068472,1
1607,iX xDrive45,Payg,0,20,51.461272,-0.131053,51.501913,-0.229416,2025-09-03T17:58,32.64336237466141,11.965645399256125,cost,2.0,8,5,8.174,1.5557677064365252,19.85060829638905,0.1903312584336341,0
1608,ORA 03 63 kWh,Payg,0,20,51.507773,-0.108653,51.53891,-0.225098,2025-09-02T13:57,21.872435974787123,10.459177171342544,time,2.0,8,5,8.769,1.704993642567458,6.762141306100998,0.19443421628092802,0
1609,standard,Payg,0,20,51.544796,-0.031622,51.452227,-0.248248,2025-09-05T09:40,21.59924030934839,10.018712141745226,cost,2.0,8,5,18.188,3.2203252957751127,2.3161056335206327,0.17705769165246937,1
1610,iv rs,Payg,0,20,51.480803,-0.080666,51.448,-0.171987,2025-09-01T17:00,13.25437529623697,10.39580788190739,time,2.0,8,5,7.302,1.3018459850387953,0.5717134828659163,0.178286220903697,1
1611,Kona Electric 39 kWh,Member,1,20,51.474974,-0.182523,51.450852,-0.034726,2025-09-07T09:00,17.84123203561462,12.613677893859533,hybrid,2.0,8,5,10.584,2.1055340367269193,2.050888859157065,0.19893556658417605,1
1612,6 long range,Payg,0,20,51.540167,-0.075537,51.449338,-0.217328,2025-09-05T06:19,23.49434485755023,11.154464725654712,hybrid,2.0,8,5,14.084,2.506077780210859,2.467976026379104,0.17793792816038476,1
1613,IONIQ 5,Payg,0,20,51.541672,-0.070923,51.526017,-0.143722,2025-09-06T09:00,15.17437233123423,13.88776067159475,hybrid,2.0,8,5,5.328,0.9744843348560237,0.9508454025447888,0.18289871149700143,1
1614,Capri Extended Range RWD,Member,1,20,51.455402,-0.240046,51.550778,-0.02064,2025-09-02T21:14,25.35921107900468,14.287543165358715,cost,2.0,8,5,18.523,3.389254590008851,8.529284911253187,0.182975467797271,0
1615,EL6,Member,1,20,51.510905,-0.018898,51.488946,-0.078147,2025-09-06T17:44,18.390508691127764,10.724165088576472,cost,2.0,8,5,4.773,0.8476420458424313,6.892643487823765,0.1775910424978905,0
1616,Q4 e-tron 55 quattro,Payg,0,20,51.468197,-0.120263,51.507142,-0.132627,2025-09-07T01:32,12.781401584257468,11.685099353672351,cost,2.0,8,5,4.414,0.8531102556659995,0.8437390185956021,0.19327373259311273,1
1617,Elroq,Member,1,20,51.500544,-0.035353,51.497445,-0.03681,2025-09-07T09:00,11.232870627340988,10.732870627340988,time,2.0,8,5,0.359,0.06934281742657801,0.1,0.19315548029687468,0
1618,3 long range dual motor,Payg,0,20,51.530739,-0.182963,51.524102,-0.074075,2025-09-07T23:55,26.358863162985433,11.433463517909736,hybrid,2.0,8,5,7.569,1.372634671489795,10.973754933553371,0.18134954042671358,0
1619,Focus Electric,Member,1,20,51.472057,-0.208024,51.515507,-0.213202,2025-09-03T04:40,15.811935207805485,11.196022093752857,hybrid,2.0,8,5,4.845,0.9450355337335846,0.9231826228105255,0.19505377373242203,1
1620,etron 50,Payg,0,20,51.493752,-0.232971,51.487018,-0.111363,2025-09-06T23:14,31.464863735270193,13.934324504685932,cost,2.0,8,5,8.453,1.491043672614243,13.426569063886786,0.1763922480319701,0
1621,gt,Payg,0,20,51.500595,-0.044065,51.504177,-0.095704,2025-09-07T09:00,12.54088096275708,11.72739839007033,hybrid,2.0,8,5,3.596,0.6117845070790293,0.6014902314254897,0.17012917327003038,1
1622,i7,Payg,0,20,51.518768,-0.132434,51.463084,-0.012738,2025-09-06T09:00,14.329607336793282,12.477823993720882,hybrid,2.0,8,5,10.345,1.9359117908139996,1.8841547436185906,0.18713502086167225,1
1623,Taycan,Payg,0,20,51.515814,-0.215352,51.466086,-0.173127,2025-09-01T08:23,34.06630540828616,13.369475527364907,hybrid,2.0,8,5,6.255,1.2498886940006888,14.717017956465208,0.19982233317357137,0
1624,e-SpaceTourer M 50 kWh,Member,1,20,51.461492,-0.198524,51.485375,-0.111114,2025-09-06T19:42,34.544414199901155,14.111283245760934,cost,2.0,8,5,6.611,1.131534325967966,9.466127134642607,0.17115932929480654,0
1625,e-Niro,Payg,0,20,51.520583,-0.041948,51.50192,-0.170566,2025-09-05T23:02,19.41447330849421,11.506045451612259,time,2.0,8,5,9.14,1.61083307181086,1.58168557137639,0.17623994221125383,1
1626,Model X,Member,1,20,51.517855,-0.097068,51.538187,-0.18846,2025-09-02T08:00,17.12284665036902,11.046103338520096,hybrid,2.0,8,5,6.714,1.2458997872897486,1.2153486623697847,0.18556743927461253,1
1627,BE11 Standard Range,Payg,0,20,51.46338,-0.069455,51.491747,-0.035606,2025-09-07T09:07,18.63072933336554,14.892266868779338,hybrid,2.0,8,5,3.93,0.7635920128268503,0.7476924929172405,0.19429822209334613,1
1628,E-Ulysse L3 75 kWh,Payg,0,20,51.512904,-0.152023,51.527309,-0.01306,2025-09-02T23:14,19.875344461229687,11.600737723237485,cost,2.0,8,5,9.747,1.6830267727039965,1.6549213475984406,0.17267126015225162,1
1629,76,Member,1,20,51.537352,-0.071972,51.458703,-0.194543,2025-09-06T09:00,16.32422847636559,13.355340495904377,time,2.0,8,5,12.185,2.215928027681564,2.158153185796805,0.18185703961276684,1
1630,Countryman,Payg,0,20,51.469961,-0.101372,51.515962,-0.135887,2025-09-06T09:00,15.024742439216569,13.389205203389022,cost,2.0,8,5,5.646,1.08635969911069,1.054012885311086,0.1924122740188966,1
1631,turbo s cross turismo,Payg,0,20,51.548308,-0.183258,51.475893,-0.090445,2025-09-06T18:06,17.19276199419162,12.570147227997705,cost,2.0,8,5,10.3,1.865806851397566,0.9245229532387832,0.18114629625219086,1
1632,electric 1st edition,Payg,0,20,51.543109,-0.095508,51.525402,-0.144922,2025-09-07T19:30,28.75754131413391,11.142237227422784,time,2.0,8,5,3.944,0.6928231252706777,8.948531459433656,0.17566509261426919,0
1633,99,Payg,0,20,51.513154,-0.104191,51.542344,-0.226093,2025-09-05T08:28,24.745212416639745,10.70728710477088,time,2.0,8,5,9.036,1.589115008890667,13.483133054034528,0.17586487482189764,0
1634,450+,Member,1,20,51.460683,-0.216639,51.542513,-0.067319,2025-09-04T00:13,20.43040454675359,12.435080724572156,hybrid,2.0,8,5,13.77,2.5102911538745842,8.610348731580004,0.18230146360744984,0
1635,Dolphin,Payg,0,20,51.5207,-0.146897,51.476769,-0.06663,2025-09-01T09:32,14.768874724838541,12.554647683556885,hybrid,2.0,8,5,7.398,1.3640618255824195,1.3397515571054424,0.18438251224417673,1
1636,Model S,Member,1,20,51.477884,-0.082513,51.476211,-0.190834,2025-09-06T09:15,15.947363413424679,13.866833783873988,cost,2.0,8,5,7.504,1.469691661738741,1.434415402886205,0.19585443253448043,1
1637,500e,Payg,0,20,51.508397,-0.203444,51.508241,-0.029475,2025-09-07T09:00,24.13475749468116,13.549167219760967,time,2.0,8,5,12.04,2.2787815735867594,2.2546424101647657,0.18926757255703983,1
1638,Q4 Sportback e-tron,Member,1,20,51.517379,-0.205463,51.469339,-0.221191,2025-09-06T09:00,34.277457786361445,14.560206394179334,hybrid,2.0,8,5,5.452,1.0397621436805555,10.174101718365971,0.19071205863546506,0
1639,iv,Payg,0,20,51.477923,-0.047571,51.543404,-0.049402,2025-09-04T13:10,21.98061094562621,14.854302809438158,hybrid,2.0,8,5,7.282,1.4526833774937342,1.4252616272376104,0.19948961514607721,1
1640,Ioniq,Payg,0,20,51.52691,-0.124174,51.491798,-0.142943,2025-09-13T09:00,17.325839270241584,13.639256630997703,cost,2.0,8,5,4.115,0.7503920727051553,0.7373165278487761,0.18235530320902923,1
1641,iX2 eDrive20,Payg,0,20,51.529478,-0.22226,51.448096,-0.199153,2025-09-01T14:43,18.045124343984117,10.382556244151267,hybrid,2.0,8,5,9.19,1.6735048089757845,1.53251361996657,0.18210063209747385,1
1642,Enyaq Coupe iV 60,Payg,0,20,51.466032,-0.233727,51.480278,-0.042003,2025-09-06T09:00,25.00508641923213,12.025591546085513,hybrid,2.0,8,5,13.373,2.6438475699819186,2.595898974629323,0.19770040903177438,1
1643,combi long,Payg,0,20,51.480746,-0.05987,51.515425,-0.158838,2025-09-03T09:40,16.00449315977876,13.044011849203414,cost,2.0,8,5,7.862,1.3945322159510132,1.369883427862208,0.17737626761015177,1
1644,iv 80x,Member,1,20,51.533143,-0.181603,51.530642,-0.091268,2025-09-01T18:35,14.480413073353436,12.950975357249789,cost,2.0,8,5,6.255,1.200299830968733,1.1772035754252312,0.191894457389086,1
1645,turbo,Member,1,20,51.542286,-0.02893,51.452227,-0.248248,2025-09-02T22:31,22.65455441864815,10.907218929152991,hybrid,2.0,8,5,18.187,3.503492649943197,9.819860054811002,0.19263719414654407,0
1646,electric,Payg,0,20,51.485616,-0.166362,51.453986,-0.174975,2025-09-07T09:00,31.850458627233508,12.914723647254357,time,2.0,8,5,3.567,0.6168542936066369,4.737037963843964,0.1729336399233633,0
1647,e-Niro,Payg,0,20,51.520918,-0.160843,51.498297,-0.084186,2025-09-03T11:16,14.455482672227436,11.74840253940722,cost,2.0,8,5,5.871,1.080539597484811,1.0555514006267979,0.18404694217080753,1
1648,i3 94,Payg,0,20,51.521335,-0.161669,51.482839,-0.063712,2025-09-06T09:00,16.82048285533698,11.69463422421858,hybrid,2.0,8,5,8.018,1.411303296851687,1.3916229397641617,0.17601687413964665,1
1649,xl,Member,1,20,51.538416,-0.199455,51.513514,-0.112602,2025-09-13T09:00,33.63529654772689,14.17003502650618,cost,2.0,8,5,6.616,1.1615132841458373,9.002683453564575,0.1755612581840746,0
1650,#1 Brabus,Member,1,20,51.492953,-0.137844,51.473793,-0.125369,2025-09-07T09:00,29.911104382873972,12.109665793341101,cost,2.0,8,5,2.299,0.4228202247786246,11.023198511210737,0.1839148433138863,0
1651,300,Payg,0,20,51.489985,-0.114472,51.514993,-0.226213,2025-09-03T08:46,24.50597936365525,12.636979770322263,cost,2.0,8,5,8.219,1.4685946829802634,7.8927489286557595,0.17868289122524195,0
1652,Model S,Payg,0,20,51.538657,-0.025347,51.506985,-0.134132,2025-09-06T09:00,15.117572866328246,12.814364305172393,time,2.0,8,5,8.31,1.61115786959313,1.5885806081720393,0.19388181342877614,1
1653,Enyaq,Payg,0,20,51.509706,-0.08482,51.470098,-0.20488,2025-09-07T09:00,31.78550782508807,12.814983899258081,hybrid,2.0,8,5,9.407,1.8553251763993082,9.863411941502969,0.1972281467417145,0
1654,Model S,Member,1,20,51.456522,-0.041774,51.446556,-0.135023,2025-09-02T11:33,12.874699305533557,11.06560756891686,cost,2.0,8,5,6.556,1.272399088648116,1.2347051102408946,0.194081618158651,1
1655,Model S,Payg,0,20,51.500414,-0.097184,51.552236,-0.03662,2025-09-05T17:12,20.53368107968707,12.997266815745036,time,2.0,8,5,7.125,1.268114099022881,5.197820014889491,0.17798092617864997,0
1656,one,Member,1,20,51.528896,-0.067531,51.54167,-0.061867,2025-09-05T16:44,16.158621873765284,11.673118044720598,time,2.0,8,5,1.473,0.26252399885709965,4.775644225421554,0.17822403181065827,0
1657,Q6 e-tron Sportback,Payg,0,20,51.534616,-0.139001,51.518084,-0.096992,2025-09-05T03:09,24.455283761538865,13.275101472980849,time,2.0,8,5,3.439,0.6109103238816193,8.469235432748373,0.17764185050352405,0
1658,Model S,Payg,0,20,51.507448,-0.039497,51.454719,-0.161364,2025-09-02T16:35,25.31244655428165,10.728487994828635,hybrid,2.0,8,5,10.276,1.7885495442522166,10.05149300715242,0.1740511428816871,0
1659,Roadster,Payg,0,20,51.497388,-0.125676,51.525314,-0.079365,2025-09-07T17:36,33.51294419288318,14.970577973168346,hybrid,2.0,8,5,4.462,0.8848768495543627,22.250839463657805,0.19831395104311134,0
1660,ultra,Member,1,20,51.515288,-0.225075,51.551811,-0.053705,2025-09-05T23:15,25.086968624904102,13.860216457266977,cost,2.0,8,5,12.53,2.2812297673272424,11.9594070980576,0.18206143394471208,0
1661,Q8 e-tron,Payg,0,20,51.453877,-0.022539,51.518146,-0.103616,2025-09-04T08:16,33.500662599125334,12.086257167421538,cost,2.0,8,5,9.088,1.606219338340187,19.063313366824424,0.17674068423637623,0
1662,long range single motor,Payg,0,20,51.502059,-0.084271,51.500093,-0.204803,2025-09-06T09:00,25.42389900342578,11.506759254321414,cost,2.0,8,5,8.346,1.6308094976262542,10.44070668472768,0.19540013151524732,0
1663,350,Payg,0,20,51.471057,-0.049776,51.539489,-0.064623,2025-09-02T23:34,26.027210879590747,11.93901017408923,time,2.0,8,5,7.678,1.3972106460141955,12.773608404759775,0.18197585907973374,0
1664,i3S,Member,1,20,51.474912,-0.106443,51.552901,-0.070056,2025-09-07T09:00,19.111801956396086,13.606041363869375,time,2.0,8,5,9.03,1.5446131441296087,1.1011521185053423,0.17105350433329,1
1665,q90,Member,1,20,51.488514,-0.119709,51.522852,-0.10932,2025-09-03T21:24,16.614109590422142,13.277038997922826,hybrid,2.0,8,5,3.885,0.6793242900125945,0.6674141184998632,0.17485824710748896,1
1666,long range single motor,Payg,0,20,51.484261,-0.205942,51.528493,-0.091365,2025-09-07T02:29,27.04298570167294,13.510462560002937,hybrid,2.0,8,5,9.331,1.7652153477759025,10.15200481245746,0.1891775102106851,0
1667,Megane E-Tech EV40 130hp,Payg,0,20,51.513719,-0.198921,51.501434,-0.112648,2025-09-02T10:13,30.862584052366348,14.444995977257697,cost,2.0,8,5,6.125,1.1851088441290543,6.578357704578016,0.19348715822515172,0
1668,Model S,Member,1,20,51.528212,-0.196415,51.486429,-0.094672,2025-09-01T18:58,14.395995363512005,12.281476131552047,cost,2.0,8,5,8.436,1.4875032750387236,1.4579783425612434,0.1763280316546614,1
1669,4s plus,Member,1,20,51.474523,-0.150164,51.447709,-0.134546,2025-09-07T18:46,25.027959296090195,13.347605742238324,time,2.0,8,5,3.172,0.6265393642745661,9.774245187016133,0.19752186767798427,0
1670,Air Dream Edition,Payg,0,20,51.495795,-0.072515,51.518994,-0.097058,2025-09-07T09:00,21.331541000962616,12.207539774799342,hybrid,2.0,8,5,3.089,0.6039919031152341,10.672316585754615,0.19552991360156494,0
1671,xdrive60,Payg,0,20,51.494109,-0.094177,51.538751,-0.211145,2025-09-02T09:01,23.965765512235194,13.190490390599383,time,2.0,8,5,9.495,1.855811257794299,10.944600873547229,0.19545142262183243,0
1672,ORA 07,Payg,0,20,51.486072,-0.06095,51.477502,-0.171607,2025-09-02T08:57,18.816736945121807,12.374118184814735,hybrid,2.0,8,5,7.722,1.365479981267506,1.2885237520614143,0.17682983440397643,1
1673,EQS,Member,1,20,51.473384,-0.070175,51.448738,-0.21986,2025-09-03T03:04,18.697775417336416,13.883318136689464,cost,2.0,8,5,10.726,1.839681470427816,0.9628914561293904,0.17151607965950175,1
1674,Cooper SE Convertible,Payg,0,20,51.526764,-0.081275,51.550287,-0.076114,2025-09-06T09:00,11.588126067459957,10.026300616418665,cost,2.0,8,5,2.64,0.5174999443270207,0.5088528082424855,0.19602270618447754,1
1675,SQ8 e-tron,Payg,0,20,51.554751,-0.227026,51.462728,-0.012834,2025-09-06T20:03,30.456888115731992,11.07855477894891,time,2.0,8,5,18.012,3.227282211601173,20.54277130410547,0.17917400686215704,0
1676,500e,Payg,0,20,51.481758,-0.080535,51.514637,-0.093924,2025-09-01T19:31,14.730047885748828,11.482188125816222,time,2.0,8,5,3.772,0.7112765776935962,0.6918386200952331,0.1885674914352058,1
1677,#3,Payg,0,20,51.502735,-0.090133,51.4977,-0.066296,2025-09-04T02:47,15.254616971201505,14.72697253125558,cost,2.0,8,5,1.742,0.3358558693422002,0.32639713847911267,0.19279900651102191,1
1678,turbo cross turismo,Payg,0,20,51.54472,-0.032166,51.485096,-0.110767,2025-09-05T22:52,14.290941432791096,12.535231064834589,hybrid,2.0,8,5,8.575,1.4907534407519858,1.4688619134734717,0.17384879775533363,1
1679,Enyaq,Member,1,20,51.48442,-0.196481,51.463883,-0.178162,2025-09-13T09:00,23.68078397637159,11.821759399990706,time,2.0,8,5,2.612,0.5052264934601126,6.163869202437969,0.19342515063557145,0
1680,ET5 Standard Range,Payg,0,20,51.550817,-0.070568,51.518384,-0.045253,2025-09-05T18:02,15.945520429882993,12.02156057806836,cost,2.0,8,5,4.009,0.7944047731692475,0.7847919703629266,0.19815534376883198,1
1681,long range single motor,Payg,0,20,51.462344,-0.124202,51.531895,-0.026206,2025-09-04T17:23,30.72762731738789,12.259111417162682,cost,2.0,8,5,10.287,1.9735737981789996,13.855454880213012,0.19185124897239228,0
1682,EQS,Payg,0,20,51.547001,-0.230395,51.503031,-0.077026,2025-09-03T14:08,26.06277554215788,14.339151950569855,hybrid,2.0,8,5,11.683,2.140754161114951,10.631498960432484,0.18323668245441677,0
1683,Q4 Sportback e-tron 40,Payg,0,20,51.499676,-0.009482,51.529846,-0.034807,2025-09-05T08:45,18.443149780374632,14.81167932840069,time,2.0,8,5,3.785,0.7429968026552559,0.7262940903947885,0.1963003441625511,1
1684,300,Payg,0,20,51.448455,-0.230602,51.549221,-0.011283,2025-09-04T17:37,18.384799571548697,14.220823198701153,hybrid,2.0,8,5,18.869,3.5063079406551734,2.775257551117761,0.18582372890217677,1
1685,ET5,Member,1,20,51.515299,-0.16328,51.480215,-0.020406,2025-09-05T12:43,35.609825351663645,14.208283817094742,hybrid,2.0,8,5,10.632,2.044992135136432,19.239878294142592,0.19234312783450264,0
1686,Model S,Payg,0,20,51.545561,-0.233126,51.45057,-0.010544,2025-09-06T09:00,28.33710239632623,10.995075554777307,cost,2.0,8,5,18.681,3.635606146116678,11.972376499016784,0.19461517831575814,0
1687,Grande Panda,Payg,0,20,51.513726,-0.017561,51.515062,-0.180273,2025-09-07T09:00,27.980921620131994,11.343390358811277,cost,2.0,8,5,11.26,2.1673313966819245,7.280367507854029,0.1924805858509702,0
1688,e-2008 SUV,Member,1,20,51.483317,-0.16791,51.461258,-0.087991,2025-09-02T08:45,33.784569127424405,12.980245902790495,cost,2.0,8,5,6.055,1.081638838234147,9.627098590222749,0.17863564628144463,0
1689,iv 60,Payg,0,20,51.55283,-0.079007,51.501428,-0.093679,2025-09-06T09:00,24.686741871710026,13.280687067206554,hybrid,2.0,8,5,5.805,1.0073725153427506,6.602447582871175,0.17353531702717495,0
1690,Q6 e-tron Sportback,Member,1,20,51.502641,-0.234043,51.492789,-0.224803,2025-09-03T14:33,12.126051507398124,11.013526867230407,cost,2.0,8,5,1.269,0.22480354781281361,0.22250492803354333,0.1771501558808618,1
1691,Taycan,Payg,0,20,51.501146,-0.176085,51.52813,-0.206799,2025-09-01T14:06,25.66942428055411,13.731409363732586,cost,2.0,8,5,3.677,0.6805621342983028,8.475307442736312,0.1850862481094106,0
1692,500e,Member,1,20,51.453986,-0.180136,51.527532,-0.167298,2025-09-03T02:19,17.964180323517596,10.999817764597934,cost,2.0,8,5,8.226,1.5231122388834903,1.4843237373051,0.18515830766879288,1
1693,5 E-Tech,Payg,0,20,51.496558,-0.08522,51.46286,-0.123809,2025-09-02T01:44,30.505912412259754,11.31505323294707,hybrid,2.0,8,5,4.602,0.8627798788663651,7.6974325279660745,0.18747933047943613,0
1694,touring,Payg,0,20,51.545682,-0.117887,51.500377,-0.127529,2025-09-06T09:28,23.30489180246471,11.533977689908053,hybrid,2.0,8,5,5.082,0.9241772261525515,10.833017747438506,0.18185305512643674,0
1695,E-HS9 99 kWh,Payg,0,20,51.458949,-0.08349,51.537488,-0.087068,2025-09-01T04:17,30.876001485937458,14.229957082451586,cost,2.0,8,5,8.737,1.6915420999918669,14.939298078571499,0.19360674144350085,0
1696,300 extra-long,Payg,0,20,51.48527,-0.174192,51.498349,-0.081175,2025-09-06T17:43,20.599473489138173,13.660419484354417,hybrid,2.0,8,5,6.602,1.303199231793768,6.24788410522711,0.19739461251041623,0
1697,e-308,Payg,0,20,51.528396,-0.166482,51.554039,-0.154408,2025-09-02T17:43,15.24836424988896,12.653427178620907,hybrid,2.0,8,5,2.971,0.5270606040166254,0.5189874142536105,0.17740175160438415,1
1698,Model S,Payg,0,20,51.551277,-0.076175,51.524674,-0.098109,2025-09-04T08:32,17.232309367254825,14.098746490674475,time,2.0,8,5,3.324,0.6385260952692323,0.6267125753160698,0.19209569653105665,1
1699,e,Payg,0,20,51.475768,-0.075572,51.526386,-0.060574,2025-09-04T13:01,17.835854702877004,14.064641236679616,cost,2.0,8,5,5.723,1.0893109873634588,1.0735387667108565,0.19033915557635134,1
1700,i7,Payg,0,20,51.44987,-0.133759,51.49826,-0.160733,2025-09-13T09:00,17.17021366818556,11.949165479743616,cost,2.0,8,5,5.696,1.0577057045168494,5.310417481757616,0.18569271497837947,0
1701,50,Payg,0,20,51.496623,-0.078339,51.461278,-0.154578,2025-09-05T08:54,31.134436294004683,13.9071864374371,hybrid,2.0,8,5,6.582,1.1561671799807918,11.151650241377036,0.17565590701622483,0
1702,Cooper SE,Member,1,20,51.492484,-0.067682,51.484152,-0.089849,2025-09-06T09:00,12.220744650512685,11.031213860008288,hybrid,2.0,8,5,1.793,0.34758554318916396,0.34377206146011174,0.1938569677574813,1
1703,Enyaq,Payg,0,20,51.522005,-0.157903,51.46419,-0.037104,2025-09-03T19:21,24.923990398108703,12.516144249777547,cost,2.0,8,5,10.548,2.097140581824388,6.453462486953742,0.19881878856886498,0
1704,r90,Member,1,20,51.493754,-0.171722,51.527989,-0.098193,2025-09-07T09:00,13.501930331350357,10.591208651943353,time,2.0,8,5,6.355,1.2179680967403386,1.1938391456654107,0.19165508996700842,1
1705,Born,Member,1,20,51.502306,-0.207553,51.51971,-0.065005,2025-09-06T01:15,16.421372229037367,12.13397242795629,hybrid,2.0,8,5,10.053,1.9858273963823554,1.9309789104099773,0.19753579989877204,1
1706,Model Y,Payg,0,20,51.498735,-0.22067,51.516688,-0.200918,2025-09-05T07:45,28.455986536489288,12.601828848835954,cost,2.0,8,5,2.42,0.4828518502352248,9.145799808931992,0.19952555794844,0
1707,ET5 Touring Standard Range,Payg,0,20,51.518163,-0.201768,51.458036,-0.137992,2025-09-07T17:29,17.44878269914613,10.399591789580352,hybrid,2.0,8,5,8.013,1.4468394615803706,1.4098381819131556,0.18056152022717717,1
1708,e-C4 X 54 kWh,Payg,0,20,51.477087,-0.189553,51.480531,-0.021241,2025-09-06T09:00,16.531699498875003,12.31306380865875,hybrid,2.0,8,5,11.662,2.2058288922268083,2.143471717262801,0.18914670658779012,1
1709,Air Pure RWD,Payg,0,20,51.477864,-0.031769,51.54474,-0.055326,2025-09-06T09:00,31.505267138684303,13.258352714800665,cost,2.0,8,5,7.613,1.4024514979491607,16.79772218507359,0.18421798212914234,0
1710,Model X,Member,1,20,51.54255,-0.16874,51.514977,-0.133367,2025-09-02T19:55,30.832344511578686,13.07044117372369,hybrid,2.0,8,5,3.923,0.7830263372183336,13.33191092020111,0.19959886240589692,0
1711,long range,Member,1,20,51.537612,-0.229456,51.480095,-0.084823,2025-09-06T09:00,20.319497814122634,10.271769439455285,cost,2.0,8,5,11.878,2.0526874800069126,2.0095456749334697,0.17281423472023175,1
1712,x ludicrous,Payg,0,20,51.504935,-0.124836,51.53259,-0.227928,2025-09-05T23:36,24.111574707377628,10.476698429541006,time,2.0,8,5,7.768,1.4166598500278254,12.95423382713363,0.18237124742891675,0
1713,N°8 FWD,Member,1,20,51.463956,-0.015028,51.512271,-0.227451,2025-09-13T09:00,15.83515522396988,11.756781229775704,cost,2.0,8,5,15.658,3.073135710776224,3.027059809024122,0.19626617133581709,1
1714,Cyberster Trophy,Payg,0,20,51.475352,-0.104726,51.496722,-0.03592,2025-09-05T13:35,18.82365311128755,14.213428614580529,time,2.0,8,5,5.324,0.9504486753172952,0.9220448993414039,0.17852153931579548,1
1715,ultra,Member,1,20,51.486019,-0.185602,51.474999,-0.062924,2025-09-07T08:20,25.947688697277542,14.348780265836812,cost,2.0,8,5,8.583,1.6619587811110035,12.347565248379174,0.19363378551916618,0
1716,A6 Sportback e-tron quattro,Payg,0,20,51.554948,-0.173152,51.530246,-0.045895,2025-09-07T22:44,17.98534597664468,11.54806434853963,hybrid,2.0,8,5,9.219,1.6730963393301352,6.10491701638445,0.18148349488340768,0
1717,Dolphin,Member,1,20,51.456656,-0.20284,51.479324,-0.036715,2025-09-06T07:33,23.642195629351313,13.594460426207283,hybrid,2.0,8,5,11.78,2.348924415997182,6.065659093687474,0.19939935619670476,0
1718,73kwh dual motor,Member,1,20,51.477946,-0.056126,51.480462,-0.208721,2025-09-02T18:48,24.041289787365194,12.886952961758215,cost,2.0,8,5,10.571,2.0772638170250506,8.138460477426708,0.19650589509271124,0
1719,turbo s sport turismo,Payg,0,20,51.470375,-0.144993,51.448313,-0.15547,2025-09-07T09:00,27.024014349631152,14.917111293797163,hybrid,2.0,8,5,2.558,0.45798332424702914,10.138002659885228,0.17903961072987848,0
1720,Torres EVX,Payg,0,20,51.488144,-0.14083,51.521079,-0.033002,2025-09-05T11:21,18.363880007240596,10.473219561448458,time,2.0,8,5,8.313,1.6052884605852058,1.5781320891584274,0.19310579340613565,1
1721,coupe rs,Payg,0,20,51.527674,-0.174083,51.456655,-0.014294,2025-09-05T14:30,22.962703962726643,12.739403711201273,time,2.0,8,5,13.592,2.4479966243134537,7.877357511688589,0.18010569631499806,0
